id,stratum,gold,bert_pred,bert_conf,llm_pred,llm_pconf,correct,stated_decision,decision_consistency,n_sentences,n_cited_sentences,rationale_frac,rationale_text,self_comp_delete,self_suff_delete,self_comp_mask,self_suff_mask,occ_comp_delete,occ_suff_delete,occ_comp_mask,occ_suff_mask,rand_comp_delete,rand_comp_mask,rand_suff_delete,rand_suff_mask
501,low_confidence_correct,violation,violation,0.5402931,no_violation,0.8267,0,no_violation,1,8,5,0.6918," Başvurucu hakkında bahsi geçen eylemi nedeniyle disiplin soruşturması başlatılmıştır. Yapılan soruşturmada başvurucunun eylemi, 4/11/1981 tarihli ve 2547 sayılı Yükseköğretim Kanunu'nun  maddesi ile  maddesinin (a) fıkrasının (9) numaralı bendine dayanılarak hazırlanan 18/8/2012 tarihli ve 28388 sayılı Resmî Gazete'de yayımlanan Yükseköğretim Kurumları Öğrenci Disiplin Yönetmeliği'nin disiplin suç ve cezalarına ilişkin maddeleri kapsamında değerlendirilmiştir. Nihayetinde başvurucunun kınama cezası ile cezalandırılmasına karar verilmiştir. Başvurucu, söz konusu disiplin cezasının iptali istemiyle İdare Mahkemesinde dava açmıştır. Yargılama neticesinde Mahkeme, anılan Yönetmelik'te izinsiz olarak pankart açma fiilinin disiplin cezası verilebilmesi için yeterli kabul edildiğini, başvurucunun da eylemi gerçekleştirdiğini kabul ettiğini belirterek davanın reddine karar vermiştir.",-0.1628,0.0235,-0.1123,0.0661,0.5758,-0.1561,0.5874,-0.1566,0.321,0.2961,0.0164,0.0066
565,low_confidence_correct,violation,violation,0.5422655,violation,0.7058,1,violation,1,16,1,0.1458,"Başvuru, koruyucu aile statüsünün kaldırılmasına ilişkin kararın iptal edilmesi talebiyle açılan davanın sürüncemede bırakılmaması ve çocuklara karşı önleyici nitelikte tedbir kararı verilmesi nedenleriyle aile hayatına saygı hakkının ihlal edildiği iddiasına ilişkindir.",0.1629,0.0439,0.159,0.0232,0.6049,-0.0974,0.6685,-0.1297,0.0674,0.0944,0.2862,0.2043
407,low_confidence_correct,violation,violation,0.54547197,no_violation,0.3107,0,no_violation,0,3,1,0.1629, Başvuru 22/8/2019 tarihinde süresinde yapılmıştır.,-0.017,-0.3753,0.0197,-0.3371,-0.017,-0.3753,0.0197,-0.3371,0.0175,-0.0369,-0.1348,-0.2735
400,low_confidence_correct,violation,violation,0.5526353,violation,0.8903,1,violation,1,12,5,0.3638,"Başvuru, işe iade talebiyle açılan davada gerekçeli kararın geç yazılması sebebiyle makul sürede yargılanma hakkının ihlal edildiği iddiasına ilişkindir.  Bunun üzerine başvurucu, Ankara  İş Mahkemesinde (Mahkeme) 28/6/2016 tarihinde işe iade talebiyle dava açmıştır. Mahkeme 6/9/2017 tarihinde davanın kabulüne ve başvurucunun işe iadesine karar vermiştir. Başvurucu geçen süreye rağmen gerekçeli kararın yazılmadığını belirterek kararın yazılması için 18/5/2018 tarihinde Mahkemeye dilekçe vermiştir. Mahkeme, gerekçeli kararı 7/1/2019 tarihinde yazmıştır.",0.1845,0.2789,0.1813,0.1383,0.2354,-0.027,0.2389,-0.074,0.0355,0.054,0.3654,0.4647
462,low_confidence_correct,violation,violation,0.55377954,violation,0.5234,1,violation,1,15,1,0.1051,"Başvuru, komşu parselde bulunan ruhsata aykırı yapıyı idarenin yıkmamasından dolayı taşınmazın rayiç bedelinin altında satılması nedeniyle mülkiyet hakkının ihlal edildiği iddiasına ilişkindir.",0.0312,-0.1136,0.0156,-0.1455,0.5207,-0.2697,0.5204,-0.3142,-0.0093,-0.0115,0.0747,0.1215
660,low_confidence_correct,no_violation,no_violation,0.55472136,violation,0.5775,0,violation,1,16,1,0.1136,"Başvuru, öğretmen olan başvurucunun üyesi olduğu sendikanın çağrısı üzerine iki gün göreve gitmemesi nedeniyle aylıktan kesme cezası ile cezalandırılmasının örgütlenme özgürlüğünü ihlal ettiği iddiasına ilişkindir.",-0.0076,0.4808,-0.0076,0.2,0.1397,-0.2257,0.1664,-0.258,-0.0514,-0.0721,0.0402,0.1027
252,low_confidence_correct,violation,violation,0.5588718,violation,0.7607,1,violation,1,14,1,0.1441,"Başvuru, işçi alacağının ödenmesi için düzenlenen gösteriye katılan başvurucular hakkında idari para cezası verilmesinin suç ve cezaların kanuniliği ilkesi ile başvurucuların toplantı ve gösteri yürüyüşü düzenleme hakkını ihlal ettiği iddialarına ilişkindir.",0.0647,0.0849,0.0581,0.0175,0.0849,-0.0425,0.068,-0.0748,0.0632,0.067,0.1542,0.2201
465,low_confidence_correct,violation,violation,0.5659369,violation,0.8007,1,violation,1,28,1,0.102,"Başvuru, tıbbi hata sonucu meydana gelen ölüm olayı üzerine açılan tazminat davasının makul sürede sonuçlandırılmaması nedeniyle yaşam hakkının ihlal edildiği iddiasına ilişkindir.",0.1284,0.1673,0.1493,0.1284,0.1284,0.1673,0.1493,0.1284,0.0761,0.0761,0.349,0.3922
526,low_confidence_correct,violation,violation,0.5671278,violation,0.5622,1,violation,1,15,1,0.1047,"Başvuru, Anayasa Mahkemesinin ihlal kararına dayanılarak yapılan yargılamanın yenilenmesi talebinin reddedilmesi nedeniyle hakkaniyete uygun yargılanma hakkının ihlal edildiği iddiasına ilişkindir.",0.1128,0.5422,0.1128,0.5477,0.2614,-0.241,0.2808,-0.2733,0.0116,0.0335,0.1125,0.1057
475,low_confidence_correct,violation,violation,0.567876,no_violation,0.4149,0,no_violation,0,12,1,0.1597,"Başvuru, devlet memurluğundan çıkarılma işleminin iptali istemiyle açılan davada, hükmün açıklanmasının geri bırakılması kararı ile sonuçlanan ceza yargılaması ve bu yargılama sonucu ulaşılan sonuç esas alınarak karar verilmesi nedeniyle masumiyet karinesinin ihlal edildiği iddiasına ilişkindir.",-0.1124,-0.089,-0.1085,-0.0539,0.0838,-0.3192,0.0838,-0.3514,-0.0202,-0.0784,-0.2548,-0.3573
104,low_confidence_correct,violation,violation,0.5689565,violation,0.6723,1,violation,1,12,1,0.1143,Başvuru; tutuklu olarak farklı ceza infaz kurumlarında bulunan eşlerin birbirleriyle yeterli şekilde iletişim kuramamaları nedeniyle aile hayatına saygı hakkının ihlal edildiği iddiasına ilişkindir.,0.2384,-0.0302,0.2574,-0.0269,0.2384,-0.0302,0.2574,-0.0269,0.0524,0.1174,0.2499,0.3514
334,low_confidence_correct,violation,violation,0.57335,violation,0.7025,1,violation,1,8,1,0.1006,"Başvuru, yurt dışına çıkış yasağı şeklindeki adli kontrol tedbirine karar verilmesi nedeniyle özel hayata ve aile hayatına saygı hakkının ihlal edildiği iddiasına ilişkindir.",0.5106,0.0949,0.4956,0.1212,0.5106,0.0949,0.4956,0.1212,0.1157,0.1709,0.3701,0.4167
134,low_confidence_correct,violation,violation,0.58385974,no_violation,0.7578,0,no_violation,1,10,2,0.1994," Komisyon, adil yargılanma hakkı dışındaki şikâyetlerin kabul edilemez olduğuna, anılan hakka ilişkin şikâyetin kabul edilebilirlik incelemesinin Bölüm tarafından yapılmasına karar vermiştir.  Soruşturma neticesinde Başsavcılık, başvurucunun silahlı terör örgütüne üye olma suçundan cezalandırılması talebiyle 19/10/2017 tarihli iddianame düzenlemiştir.",0.1064,0.2149,0.0392,0.1918,0.0488,-0.227,0.0298,-0.2206,0.157,0.0209,0.0032,-0.0222
3,incorrect,no_violation,violation,0.6591262,violation,0.4922,0,violation,0,13,2,0.3485,"Başvuru, tescil edilmiş taşınmaza ilişkin tapu senetlerinin kadastro çalışmasında uygulanamayan tapu kayıtları listesine alınması ve tapu siciline güvenilerek satın alınan taşınmazın Hazine adına kaydı nedeniyle uğranılan zararın tazmin edilmemesi nedenleriyle mülkiyet haklarının ihlal edildiği iddialarına ilişkindir.  Olaylar Başvuru formu ve eklerinde ifade edildiği şekliyle ilgili olaylar özetle şöyledir: Antalya ili merkez Zeytinköy’de (Çamköy) bulunan taşınmaza ait Nisan 1320 ve Nisan 1325 tarihli kayıtların paylı olması nedeniyle açılan ve Hazinenin taraf olmadığı izaleyi şüyu davasında Antalya Sulh Hukuk Mahkemesi E.",-0.254,0.2775,-0.22,0.3574,0.3574,-0.433,0.3381,-0.4477,-0.0988,0.0875,-0.2736,-0.1515
7,incorrect,no_violation,violation,0.5828156,violation,0.3277,0,violation,0,16,1,0.1773,"Başvuru, arsa payı karşılığı inşaat sözleşmesi kapsamında yükleniciye düşen yükümlülüklerin yerine getirilmediği gerekçesiyle yükleniciden satın alınan bağımsız bölümlere ait tapu kayıtlarının arsa sahipleri tarafından açılan dava neticesinde iptal edilmesi nedeniyle mülkiyet hakkının ihlal edildiği iddiasına ilişkindir.",-0.4301,0.0768,-0.4301,0.094,0.0302,-0.4755,0.0335,-0.5078,-0.1778,-0.1196,-0.3,-0.2252
25,incorrect,no_violation,violation,0.948308,violation,0.8652,0,violation,1,12,1,0.1206,"Başvuru, iş kazasından kaynaklanan maddi ve manevi zararın tazmini talebiyle açılan davada yargılamanın makul sürede sonuçlanmaması nedeniyle adil yargılanma hakkının ihlal edildiği iddiasına ilişkindir.",0.1998,0.2464,0.2103,0.2174,0.8546,0.0721,0.8558,0.0276,-0.0101,-0.0035,0.4149,0.3937
30,incorrect,no_violation,violation,0.5035805,no_violation,0.3107,1,no_violation,0,12,1,0.0811, Başvurucunun gözaltında tutulduğu tarihlerde yürürlükte olan mevzuata göre gözaltı süresinde şüphelilere avukata erişim imkânı tanınmamaktadır.,-0.0067,-0.1776,-0.017,-0.3227,0.0261,-0.49,0.0261,-0.5022,-0.0084,-0.0593,-0.2615,-0.2973
39,incorrect,no_violation,violation,0.87871355,violation,0.6826,0,violation,1,12,1,0.1463,"Başvuru, sosyal medya hesaplarındaki paylaşım ve beğeniler nedeniyle işveren ile aralarındaki güven ilişkisinin bozulduğu gerekçesiyle başvurucuların iş sözleşmelerinin feshedilmesinin ifade özgürlüklerini ihlal ettiği iddiasına ilişkindir.",0.0102,0.2409,0.0068,0.1089,0.0137,0.0861,0.0172,0.0975,0.0171,-0.0008,0.3189,0.3804
50,incorrect,no_violation,violation,0.6806049,violation,0.4533,0,violation,0,13,1,0.0693,Başvuru servis aracı plakası için ruhsat bedeli talep edilmesi nedeniyle mülkiyet hakkının ihlal edildiği iddiasına ilişkindir.,0.0384,-0.0039,0.0154,-0.0467,0.1324,-0.3499,0.1392,-0.3822,-0.025,-0.0432,-0.0755,-0.0523
54,incorrect,no_violation,violation,0.5710504,no_violation,0.6002,1,no_violation,1,11,5,0.2369," Başvurucular, başvuruya konu olayların yaşandığı tarihte çeşitli okullarda öğretmen olarak görev yapmaktadır. Başvurucular, Eğitim ve Bilim Emekçileri Sendikası (EĞİTİM-SEN) üyesidir. 2015 yılı Haziran ayından itibaren yoğun bir şekilde maruz kalınan terör eylemleriyle mücadele kapsamında bazı ilçelerde sokağa çıkma yasağı ilan edilmiştir (arka plan bilgisi için bkz. Dilek Kaya, B. No: 2018/14313, 17/7/2019, §§ 8-11).",-0.0149,-0.1877,0.0227,-0.1798,0.1891,-0.1088,0.2116,-0.0756,0.1182,-0.0374,0.1341,0.0708
58,incorrect,no_violation,violation,0.54069984,no_violation,0.6077,1,no_violation,1,9,2,0.229, Yargılama sonucunda mahkeme 26/4/2016 tarihinde başvurucuyu 10 ay hapis cezasına mahkûm etmiş ancak verilen hükmün açıklanmasını geri bırakmıştır (HAGB).   HAGB kararına yapılan itiraz ağır ceza mahkemesince 10/5/2016 tarihinde reddedilmiştir.,0.3626,-0.3735,0.374,-0.3639,0.3508,-0.3556,0.2696,-0.3635,-0.0732,-0.0452,-0.063,-0.1165
59,incorrect,no_violation,violation,0.56843394,violation,0.7025,0,violation,1,11,1,0.0898,"Başvuru, hizmet tespiti davasında usul ve kanuna aykırı karar verilmesi ve yargılamanın uzun sürmesi nedeniyle adil yargılanma hakkının ihlal edildiği iddialarına ilişkindir.",0.0728,0.3396,0.0655,0.4083,0.4632,-0.1006,0.4744,-0.133,0.0209,0.0467,0.1789,0.2742
70,incorrect,no_violation,violation,0.51559913,violation,0.461,0,violation,0,12,1,0.1864,"Başvuru; iş sözleşmesinde kararlaştırılan cezai şartın tazmini istemi ile açılan davanın Yargıtay daireleri arasındaki görüş farklılıkları ortadan kaldırılmadan aleyhe sonuçlandırılması nedeniyle hakkaniyete uygun yargılanma hakkının, yargılamanın uzun sürmesi nedeniyle de makul sürede yargılanma hakkının ihlal edildiği iddialarına ilişkindir.",-0.1903,0.1299,-0.1974,0.1088,0.147,-0.3422,0.2965,-0.3745,0.0114,0.0344,-0.0287,0.0739
18,incorrect,violation,no_violation,0.6085175,no_violation,0.6993,0,no_violation,1,11,1,0.2115,"Başvuru, besicilik faaliyeti yürütülen taşınmazın kısmen kamulaştırılması sonucunda besicilik yapma imkânının ortadan kalktığı ileri sürülerek açılan tazminat davasının reddedilmesi nedeniyle mülkiyet hakkının, İlk Derece Mahkemesi kararının gerekçesiz olması ve yargılamanın makul sürede sonuçlanmaması nedenleriyle adil yargılanma hakkının ihlal edildiği iddialarına ilişkindir.",0.1875,-0.1547,0.1836,-0.166,0.1875,-0.1547,0.1836,-0.166,0.1756,0.0718,0.3739,0.245
19,incorrect,violation,no_violation,0.73477364,violation,0.6039,1,violation,1,12,1,0.1399,"Başvurucu, gerekçesiz kararlarla tutukluluk halinin devamına karar verilmesi ilgisiz kişi ve suçlara ilişkin yargılamanın birlikte ve görevli olmayan mahkemece yürütülmesi nedeniyle Anayasa’nın ,  ve  maddelerinin ihlal edildiğini ileri sürmüştür.",0.0572,0.4168,0.0379,0.3945,0.0572,0.4168,0.0379,0.3945,0.0124,0.071,0.2158,0.2952
23,incorrect,violation,no_violation,0.6543474,no_violation,0.9784,0,no_violation,1,8,4,0.5482, Başvurucunun aile mahkemesi sıfatıyla Kemer  Asliye Hukuk Mahkemesinde (Mahkeme) görülmekte olan boşanma davasında talep ettiği gizlilik kararı Mahkemece 13/2/2019 tarihinde kabul edilmiş ve dosyada gizlilik kararı alınmıştır. Mahkeme 15/10/2019 tarihli duruşmada dosyanın mevcut durumunu gözönüne alarak gizlilik kararının kaldırılmasına karar vermiştir. Başvurucunun dosyada gizlilik kararı alınmasına ilişkin yeniden yaptığı talep 12/1/2021 tarihli duruşmada reddedilmiştir. Mahkeme 19/10/2021 tarihinde asıl davanın kabulüne karar vermiştir.,0.8284,-0.0175,0.8323,-0.016,0.0367,-0.0178,0.044,-0.0168,0.452,0.4012,0.1116,0.1426
42,incorrect,violation,no_violation,0.9149321,no_violation,0.9315,0,no_violation,1,13,1,0.1703,"Başvuru; kanuna aykırı şekilde telefon sinyal bilgilerinin değerlendirilmesi ve iletişimin tespiti tedbirlerine başvurulması nedenleriyle haberleşme hürriyetinin, hukuka aykırı olarak elde edilen delillere dayanılarak mahkûmiyet kararı verilmesi nedeniyle adil yargılanma hakkının ihlal edildiği iddialarına ilişkindir.",0.4237,0.0118,0.4354,0.0073,0.4237,0.0118,0.4354,0.0073,0.1601,0.0551,0.5492,0.4976
47,incorrect,violation,no_violation,0.77129287,no_violation,0.728,0,no_violation,1,11,1,0.108,"Başvuru; memuriyet unvanının ve ek göstergenin değiştirilmesi nedeniyle mülkiyet hakkının, yargılamanın uzun sürmesi nedeniyle de makul sürede yargılanma hakkının ihlal edildiği iddialarına ilişkindir.",0.267,-0.0383,0.267,-0.0466,0.267,-0.0383,0.267,-0.0466,0.0514,0.0719,0.1678,0.0831
55,incorrect,violation,no_violation,0.8454998,no_violation,0.7341,0,no_violation,1,12,1,0.1887,"Başvuru, toplantı ve gösteri yürüyüşü sırasında faili meçhul kişiler tarafından yaralanması sebebiyle yaşam hakkının; manevi tazminat talebinin süresinde yapılmadığından reddedilmesi, yargılamanın makul sürede sonuçlandırılmaması ve aleyhe hükmedilen vekâlet ücreti nedenleriyle adil yargılanma hakkının ihlal edildiği iddialarına ilişkindir.",0.5298,-0.0787,0.5141,-0.0432,0.5298,-0.0787,0.5141,-0.0432,0.2399,0.0907,0.1774,0.1731
71,incorrect,violation,no_violation,0.6486405,no_violation,0.6619,0,no_violation,1,11,5,0.4641," Başvurucu Balıkesir'in Gönen ilçesi Kurtuluş Mahallesi 595 ada 23 parsel (yeni hâliyle 1603 ada 12 parsel) sayılı taşınmazın hisseli malikidir. Taşınmazda ilk kez Gönen Belediye Encümeninin 18/7/2002 tarihli kararı ile parselasyon işlemi yapılmıştır. Yapılan parselasyon işlemi komşu taşınmaz malikinin açtığı davanın sonucunda Bursa  İdare Mahkemesince 6/12/2005 tarihinde iptal edilmiş ve bu kararı Danıştay 16/5/2008 tarihinde onamıştır. Söz konusu iptal kararı üzerine uyuşmazlık konusu taşınmazı da kapsayan alanda Belediye Meclisi 3/11/2008 tarihinde imar planını değiştirmiş, sonrasında 25/3/2010 tarihinde Encümen kararıyla yeniden parselasyon işlemi yapmıştır. Bu parselasyon işlemini de Balıkesir  İdare Mahkemesi (Mahkeme) 29/2/2016 tarihinde iptal etmiştir.",0.1814,-0.2427,0.1853,-0.2284,0.1814,-0.2427,0.1853,-0.2284,0.0021,-0.051,-0.0026,-0.1354
79,incorrect,violation,no_violation,0.77065265,no_violation,0.4036,0,no_violation,0,12,1,0.086,"Başvuru, aksi ispat edilemeyen karinelerden yararlanılarak idari para cezası verilmesi nedeniyle masumiyet karinesinin ihlal edildiği iddiasına ilişkindir.",-0.2335,-0.1586,-0.2226,-0.1315,0.0585,-0.3542,0.0549,-0.1701,-0.0753,-0.0997,-0.0661,-0.1572
92,incorrect,violation,no_violation,0.7171125,no_violation,0.8706,0,no_violation,1,11,2,0.2192,Başvuru; hukuka aykırı gözaltı tedbiri için açılan tazminat davasında yetersiz tazminata hükmedilmesi nedeniyle kişi hürriyeti ve güvenliği hakkının ve adil yargılanma hakkının ihlal edildiği iddialarına ilişkindir.  Başvurucuların tutuklanma talebi Sulh Ceza Hâkimliği kararıyla reddedilmiş ve başvurucular adli kontrol altına alınarak 17/7/2016 tarihinde serbest bırakılmışlardır.,-0.0943,-0.0568,-0.0937,-0.0805,0.2372,-0.1281,0.2264,-0.1278,0.0129,0.0181,0.2637,0.1673
94,incorrect,violation,no_violation,0.7656293,violation,0.363,1,violation,0,27,1,0.1188,"Başvuru, yerel bir gazetede yayımlanan haber nedeniyle aleyhe tazminata hükmedilmesinin ifade hürriyetini; karara karşı temyiz hakkı tanınmamasının da adil yargılanma hakkını ihlal ettiği iddiasına ilişkindir.",-0.3024,0.1509,-0.3094,0.1293,0.3354,-0.4402,0.3328,-0.4725,-0.0517,-0.0437,-0.1295,-0.0957
